"cust_a_id","cust_b_id","name_a","name_b","domain_a","domain_b","signup_a","signup_b","same_domain","similar_name","similar_signup","match_score","duplicate_confidence"
8,683,"data systems","core net","startup.co","startup.co","2024-04-24","2024-04-17",1,0,1,2,"MEDIUM — probable duplicate"
8,785,"data systems","mistworks","startup.co","startup.co","2024-04-24","2024-04-26",1,0,1,2,"MEDIUM — probable duplicate"
667,1095,"pulseops","quark group","gmail.com","gmail.com","2024-04-24","2024-04-17",1,0,1,2,"MEDIUM — probable duplicate"
667,1063,"pulseops","rush stack","gmail.com","gmail.com","2024-04-24","2024-04-26",1,0,1,2,"MEDIUM — probable duplicate"
785,1094,"mistworks","beamworks","startup.co","startup.co","2024-04-26","2024-04-26",1,0,1,2,"MEDIUM — probable duplicate"
674,1103,"quark tech","luna systems","enterprise.com","enterprise.com","2024-04-28","2024-04-30",1,0,1,2,"MEDIUM — probable duplicate"
674,925,"quark tech","driftdynamics","enterprise.com","enterprise.com","2024-04-28","2024-05-02",1,0,1,2,"MEDIUM — probable duplicate"
982,1063,"rush ventures","rush stack","rushventures.com","gmail.com","2024-04-28","2024-04-26",0,1,1,2,"MEDIUM — probable duplicate"
443,495,"trek logic","trek ventures","tech.dev","tech.dev","2024-05-02","2025-04-22",1,1,0,2,"MEDIUM — probable duplicate"
443,547,"trek logic","trek ai","tech.dev","tech.dev","2024-05-02","2025-01-03",1,1,0,2,"MEDIUM — probable duplicate"
925,1103,"driftdynamics","luna systems","enterprise.com","enterprise.com","2024-05-02","2024-04-30",1,0,1,2,"MEDIUM — probable duplicate"
333,1053,"zenhq","kite hub","yahoo.com","yahoo.com","2024-05-02","2024-05-06",1,0,1,2,"MEDIUM — probable duplicate"
477,593,"vine group","vine ops","gmail.com","gmail.com","2024-05-03","2024-12-31",1,1,0,2,"MEDIUM — probable duplicate"
477,1063,"vine group","rush stack","gmail.com","gmail.com","2024-05-03","2024-04-26",1,0,1,2,"MEDIUM — probable duplicate"
477,1146,"vine group","vine ai","gmail.com","gmail.com","2024-05-03","2025-09-09",1,1,0,2,"MEDIUM — probable duplicate"
477,945,"vine group","jet corp","gmail.com","gmail.com","2024-05-03","2024-05-09",1,0,1,2,"MEDIUM — probable duplicate"
301,443,"fluxsolutions","trek logic","tech.dev","tech.dev","2024-05-04","2024-05-02",1,0,1,2,"MEDIUM — probable duplicate"
301,357,"fluxsolutions","vertexdev","tech.dev","tech.dev","2024-05-04","2024-05-10",1,0,1,2,"MEDIUM — probable duplicate"
864,1053,"zen ventures","kite hub","yahoo.com","yahoo.com","2024-05-13","2024-05-06",1,0,1,2,"MEDIUM — probable duplicate"
864,950,"zen ventures","ultra ventures","yahoo.com","yahoo.com","2024-05-13","2024-05-19",1,0,1,2,"MEDIUM — probable duplicate"
175,950,"yield corp","ultra ventures","yahoo.com","yahoo.com","2024-05-16","2024-05-19",1,0,1,2,"MEDIUM — probable duplicate"
175,615,"yield corp","unit corp","yahoo.com","yahoo.com","2024-05-16","2024-05-17",1,0,1,2,"MEDIUM — probable duplicate"
175,864,"yield corp","zen ventures","yahoo.com","yahoo.com","2024-05-16","2024-05-13",1,0,1,2,"MEDIUM — probable duplicate"
615,950,"unit corp","ultra ventures","yahoo.com","yahoo.com","2024-05-17","2024-05-19",1,0,1,2,"MEDIUM — probable duplicate"
615,864,"unit corp","zen ventures","yahoo.com","yahoo.com","2024-05-17","2024-05-13",1,0,1,2,"MEDIUM — probable duplicate"
296,680,"wavestudio","dataio","protonmail.com","protonmail.com","2024-06-02","2024-05-29",1,0,1,2,"MEDIUM — probable duplicate"
475,1022,"ionops","glowanalytics","gmail.com","gmail.com","2024-06-06","2024-06-10",1,0,1,2,"MEDIUM — probable duplicate"
489,515,"warp hub","acmecorp","enterprise.com","enterprise.com","2024-06-12","2024-06-13",1,0,1,2,"MEDIUM — probable duplicate"
145,1006,"unit ventures","lunasoftware","yahoo.com","yahoo.com","2024-06-17","2024-06-20",1,0,1,2,"MEDIUM — probable duplicate"
145,474,"unit ventures","onyx corp","yahoo.com","yahoo.com","2024-06-17","2024-06-23",1,0,1,2,"MEDIUM — probable duplicate"
145,615,"unit ventures","unit corp","yahoo.com","yahoo.com","2024-06-17","2024-05-17",1,1,0,2,"MEDIUM — probable duplicate"
145,1051,"unit ventures","beamhq","yahoo.com","yahoo.com","2024-06-17","2024-06-11",1,0,1,2,"MEDIUM — probable duplicate"
1006,1070,"lunasoftware","corepro","yahoo.com","yahoo.com","2024-06-20","2024-06-27",1,0,1,2,"MEDIUM — probable duplicate"
474,1070,"onyx corp","corepro","yahoo.com","yahoo.com","2024-06-23","2024-06-27",1,0,1,2,"MEDIUM — probable duplicate"
474,1006,"onyx corp","lunasoftware","yahoo.com","yahoo.com","2024-06-23","2024-06-20",1,0,1,2,"MEDIUM — probable duplicate"
474,713,"onyx corp","onyx solutions","yahoo.com","yahoo.com","2024-06-23","2025-05-31",1,1,0,2,"MEDIUM — probable duplicate"
717,976,"edge platform","edge ops","outlook.com","outlook.com","2024-06-24","2023-01-15",1,1,0,2,"MEDIUM — probable duplicate"
111,717,"xenonlogic","edge platform","outlook.com","outlook.com","2024-06-26","2024-06-24",1,0,1,2,"MEDIUM — probable duplicate"
11,111,"xenon cloud","xenonlogic","outlook.com","outlook.com","2024-06-29","2024-06-26",1,0,1,2,"MEDIUM — probable duplicate"
11,717,"xenon cloud","edge platform","outlook.com","outlook.com","2024-06-29","2024-06-24",1,0,1,2,"MEDIUM — probable duplicate"
1187,1195,"mist hub","link works","corp.net","corp.net","2024-07-01","2024-06-29",1,0,1,2,"MEDIUM — probable duplicate"
381,1084,"echostack","glowgroup","gmail.com","gmail.com","2024-07-01","2024-07-04",1,0,1,2,"MEDIUM — probable duplicate"
381,809,"echostack","zeal digital","gmail.com","gmail.com","2024-07-01","2024-07-07",1,0,1,2,"MEDIUM — probable duplicate"
759,1187,"linkstudio","mist hub","corp.net","corp.net","2024-07-04","2024-07-01",1,0,1,2,"MEDIUM — probable duplicate"
759,1195,"linkstudio","link works","corp.net","corp.net","2024-07-04","2024-06-29",1,0,1,2,"MEDIUM — probable duplicate"
809,1084,"zeal digital","glowgroup","gmail.com","gmail.com","2024-07-07","2024-07-04",1,0,1,2,"MEDIUM — probable duplicate"
809,1017,"zeal digital","zeal platform","gmail.com","gmail.com","2024-07-07","2024-12-17",1,1,0,2,"MEDIUM — probable duplicate"
901,1044,"xenon tech","xenon software","company.io","company.io","2024-07-07","2023-08-10",1,1,0,2,"MEDIUM — probable duplicate"
503,909,"bolt works","sageventures","outlook.com","outlook.com","2024-07-08","2024-07-10",1,0,1,2,"MEDIUM — probable duplicate"
56,809,"flow works","zeal digital","gmail.com","gmail.com","2024-07-09","2024-07-07",1,0,1,2,"MEDIUM — probable duplicate"
56,651,"flow works","ultra software","gmail.com","gmail.com","2024-07-09","2024-07-10",1,0,1,2,"MEDIUM — probable duplicate"
56,849,"flow works","flow cloud","gmail.com","gmail.com","2024-07-09","2023-02-18",1,1,0,2,"MEDIUM — probable duplicate"
56,1084,"flow works","glowgroup","gmail.com","gmail.com","2024-07-09","2024-07-04",1,0,1,2,"MEDIUM — probable duplicate"
651,1084,"ultra software","glowgroup","gmail.com","gmail.com","2024-07-10","2024-07-04",1,0,1,2,"MEDIUM — probable duplicate"
651,809,"ultra software","zeal digital","gmail.com","gmail.com","2024-07-10","2024-07-07",1,0,1,2,"MEDIUM — probable duplicate"
589,592,"tidal software","hubsolutions","corp.net","corp.net","2024-07-17","2024-07-18",1,0,1,2,"MEDIUM — probable duplicate"
99,536,"glowdev","unithq","enterprise.com","enterprise.com","2024-07-21","2024-07-25",1,0,1,2,"MEDIUM — probable duplicate"
354,712,"link ops","cloud studio","protonmail.com","protonmail.com","2024-07-24","2024-07-18",1,0,1,2,"MEDIUM — probable duplicate"
354,556,"link ops","link dynamics","protonmail.com","protonmail.com","2024-07-24","2023-07-22",1,1,0,2,"MEDIUM — probable duplicate"
354,803,"link ops","vine tech","protonmail.com","protonmail.com","2024-07-24","2024-07-29",1,0,1,2,"MEDIUM — probable duplicate"
747,1186,"meta analytics","meta ventures","startup.co","enterprise.com","2024-07-28","2024-08-02",0,1,1,2,"MEDIUM — probable duplicate"
340,805,"orbitlogic","arc corp","tech.dev","tech.dev","2024-07-28","2024-08-02",1,0,1,2,"MEDIUM — probable duplicate"
131,340,"sync net","orbitlogic","tech.dev","tech.dev","2024-07-29","2024-07-28",1,0,1,2,"MEDIUM — probable duplicate"
131,805,"sync net","arc corp","tech.dev","tech.dev","2024-07-29","2024-08-02",1,0,1,2,"MEDIUM — probable duplicate"
213,722,"sage ventures","sage dynamics","corp.net","corp.net","2024-08-02","2023-04-21",1,1,0,2,"MEDIUM — probable duplicate"
610,805,"arc dev","arc corp","arcdev.com","tech.dev","2024-08-02","2024-08-02",0,1,1,2,"MEDIUM — probable duplicate"
213,248,"sage ventures","sage pro","corp.net","corp.net","2024-08-02","2023-07-05",1,1,0,2,"MEDIUM — probable duplicate"
213,275,"sage ventures","gridcloud","corp.net","corp.net","2024-08-02","2024-08-03",1,0,1,2,"MEDIUM — probable duplicate"
1186,1190,"meta ventures","ion corp","enterprise.com","enterprise.com","2024-08-02","2024-08-09",1,0,1,2,"MEDIUM — probable duplicate"
135,328,"rushsoftware","irisgroup","company.io","company.io","2024-08-04","2024-07-30",1,0,1,2,"MEDIUM — probable duplicate"
382,1186,"cloud net","meta ventures","enterprise.com","enterprise.com","2024-08-09","2024-08-02",1,0,1,2,"MEDIUM — probable duplicate"
382,1172,"cloud net","riftlabs","enterprise.com","enterprise.com","2024-08-09","2024-08-14",1,0,1,2,"MEDIUM — probable duplicate"
382,1190,"cloud net","ion corp","enterprise.com","enterprise.com","2024-08-09","2024-08-09",1,0,1,2,"MEDIUM — probable duplicate"
494,934,"unitai","beam analytics","outlook.com","outlook.com","2024-08-09","2024-08-09",1,0,1,2,"MEDIUM — probable duplicate"
342,837,"vertex logic","mist platform","hotmail.com","hotmail.com","2024-08-09","2024-08-11",1,0,1,2,"MEDIUM — probable duplicate"
130,194,"zealcloud","zeal analytics","protonmail.com","protonmail.com","2024-08-10","2024-08-13",1,0,1,2,"MEDIUM — probable duplicate"
130,727,"zealcloud","mistai","protonmail.com","protonmail.com","2024-08-10","2024-08-07",1,0,1,2,"MEDIUM — probable duplicate"
194,330,"zeal analytics","jadedev","protonmail.com","protonmail.com","2024-08-13","2024-08-19",1,0,1,2,"MEDIUM — probable duplicate"
194,727,"zeal analytics","mistai","protonmail.com","protonmail.com","2024-08-13","2024-08-07",1,0,1,2,"MEDIUM — probable duplicate"
662,692,"flux io","rushhub","corp.net","corp.net","2024-08-13","2024-08-12",1,0,1,2,"MEDIUM — probable duplicate"
662,865,"flux io","flowworks","corp.net","corp.net","2024-08-13","2024-08-20",1,0,1,2,"MEDIUM — probable duplicate"
194,786,"zeal analytics","zeal group","protonmail.com","protonmail.com","2024-08-13","2025-04-28",1,1,0,2,"MEDIUM — probable duplicate"
1172,1190,"riftlabs","ion corp","enterprise.com","enterprise.com","2024-08-14","2024-08-09",1,0,1,2,"MEDIUM — probable duplicate"
17,342,"driftcloud","vertex logic","hotmail.com","hotmail.com","2024-08-16","2024-08-09",1,0,1,2,"MEDIUM — probable duplicate"
17,837,"driftcloud","mist platform","hotmail.com","hotmail.com","2024-08-16","2024-08-11",1,0,1,2,"MEDIUM — probable duplicate"
259,444,"riftdigital","nexusops","company.io","company.io","2024-08-19","2024-08-20",1,0,1,2,"MEDIUM — probable duplicate"
330,808,"jadedev","boltlogic","protonmail.com","protonmail.com","2024-08-19","2024-08-21",1,0,1,2,"MEDIUM — probable duplicate"
80,723,"jetops","corecorp","yahoo.com","yahoo.com","2024-08-23","2024-08-26",1,0,1,2,"MEDIUM — probable duplicate"
50,489,"warp corp","warp hub","enterprise.com","enterprise.com","2024-08-25","2024-06-12",1,1,0,2,"MEDIUM — probable duplicate"
278,335,"cloud dynamics","zealcorp","hotmail.com","hotmail.com","2024-08-26","2024-08-31",1,0,1,2,"MEDIUM — probable duplicate"
278,1086,"cloud dynamics","cloud corp","hotmail.com","hotmail.com","2024-08-26","2023-03-29",1,1,0,2,"MEDIUM — probable duplicate"
174,808,"nexuslogic","boltlogic","protonmail.com","protonmail.com","2024-08-27","2024-08-21",1,0,1,2,"MEDIUM — probable duplicate"
174,921,"nexuslogic","flux works","protonmail.com","protonmail.com","2024-08-27","2024-08-31",1,0,1,2,"MEDIUM — probable duplicate"
174,772,"nexuslogic","synchub","protonmail.com","protonmail.com","2024-08-27","2024-09-02",1,0,1,2,"MEDIUM — probable duplicate"
772,1188,"synchub","waveplatform","protonmail.com","protonmail.com","2024-09-02","2024-09-09",1,0,1,2,"MEDIUM — probable duplicate"
1098,1137,"sagelogic","unitlabs","gmail.com","gmail.com","2024-09-02","2024-09-06",1,0,1,2,"MEDIUM — probable duplicate"
75,723,"novatech","corecorp","yahoo.com","yahoo.com","2024-09-02","2024-08-26",1,0,1,2,"MEDIUM — probable duplicate"
772,921,"synchub","flux works","protonmail.com","protonmail.com","2024-09-02","2024-08-31",1,0,1,2,"MEDIUM — probable duplicate"
586,620,"edgedev","orbitsystems","outlook.com","outlook.com","2024-09-05","2024-09-11",1,0,1,2,"MEDIUM — probable duplicate"
539,1098,"gridworks","sagelogic","gmail.com","gmail.com","2024-09-09","2024-09-02",1,0,1,2,"MEDIUM — probable duplicate"
539,1137,"gridworks","unitlabs","gmail.com","gmail.com","2024-09-09","2024-09-06",1,0,1,2,"MEDIUM — probable duplicate"
78,1188,"rush group","waveplatform","protonmail.com","protonmail.com","2024-09-11","2024-09-09",1,0,1,2,"MEDIUM — probable duplicate"
78,491,"rush group","arclogic","protonmail.com","protonmail.com","2024-09-11","2024-09-17",1,0,1,2,"MEDIUM — probable duplicate"
78,180,"rush group","rush dev","protonmail.com","protonmail.com","2024-09-11","2023-05-10",1,1,0,2,"MEDIUM — probable duplicate"
877,1018,"flowops","boltstack","company.io","company.io","2024-09-12","2024-09-08",1,0,1,2,"MEDIUM — probable duplicate"
546,1125,"jade ops","synclogic","yahoo.com","yahoo.com","2024-09-13","2024-09-15",1,0,1,2,"MEDIUM — probable duplicate"
168,877,"xenonnet","flowops","company.io","company.io","2024-09-19","2024-09-12",1,0,1,2,"MEDIUM — probable duplicate"
210,896,"fluxdynamics","fluxio","gmail.com","gmail.com","2024-09-20","2024-09-26",1,0,1,2,"MEDIUM — probable duplicate"
216,302,"synclabs","driftsystems","outlook.com","outlook.com","2024-09-20","2024-09-19",1,0,1,2,"MEDIUM — probable duplicate"
287,993,"bolt software","bolt hub","yahoo.com","yahoo.com","2024-09-21","2025-04-07",1,1,0,2,"MEDIUM — probable duplicate"
287,1069,"bolt software","bolt analytics","yahoo.com","boltanalytics.com","2024-09-21","2024-09-20",0,1,1,2,"MEDIUM — probable duplicate"
287,1125,"bolt software","synclogic","yahoo.com","yahoo.com","2024-09-21","2024-09-15",1,0,1,2,"MEDIUM — probable duplicate"
287,461,"bolt software","bolt dynamics","yahoo.com","boltdynamics.com","2024-09-21","2024-09-24",0,1,1,2,"MEDIUM — probable duplicate"
334,1096,"zendev","onyxlogic","corp.net","corp.net","2024-09-22","2024-09-25",1,0,1,2,"MEDIUM — probable duplicate"
187,287,"hive ventures","bolt software","yahoo.com","yahoo.com","2024-09-22","2024-09-21",1,0,1,2,"MEDIUM — probable duplicate"
187,1125,"hive ventures","synclogic","yahoo.com","yahoo.com","2024-09-22","2024-09-15",1,0,1,2,"MEDIUM — probable duplicate"
334,1082,"zendev","warpworks","corp.net","corp.net","2024-09-22","2024-09-17",1,0,1,2,"MEDIUM — probable duplicate"
461,1069,"bolt dynamics","bolt analytics","boltdynamics.com","boltanalytics.com","2024-09-24","2024-09-20",0,1,1,2,"MEDIUM — probable duplicate"
87,117,"ultraventures","onyx cloud","yahoo.com","yahoo.com","2024-09-24","2024-10-01",1,0,1,2,"MEDIUM — probable duplicate"
87,187,"ultraventures","hive ventures","yahoo.com","yahoo.com","2024-09-24","2024-09-22",1,0,1,2,"MEDIUM — probable duplicate"
87,287,"ultraventures","bolt software","yahoo.com","yahoo.com","2024-09-24","2024-09-21",1,0,1,2,"MEDIUM — probable duplicate"
236,1096,"arcworks","onyxlogic","corp.net","corp.net","2024-09-27","2024-09-25",1,0,1,2,"MEDIUM — probable duplicate"
236,401,"arcworks","core corp","corp.net","corp.net","2024-09-27","2024-10-04",1,0,1,2,"MEDIUM — probable duplicate"
221,334,"keenplatform","zendev","corp.net","corp.net","2024-09-27","2024-09-22",1,0,1,2,"MEDIUM — probable duplicate"
221,401,"keenplatform","core corp","corp.net","corp.net","2024-09-27","2024-10-04",1,0,1,2,"MEDIUM — probable duplicate"
221,1096,"keenplatform","onyxlogic","corp.net","corp.net","2024-09-27","2024-09-25",1,0,1,2,"MEDIUM — probable duplicate"
221,236,"keenplatform","arcworks","corp.net","corp.net","2024-09-27","2024-09-27",1,0,1,2,"MEDIUM — probable duplicate"
236,334,"arcworks","zendev","corp.net","corp.net","2024-09-27","2024-09-22",1,0,1,2,"MEDIUM — probable duplicate"
123,866,"jade software","jade solutions","protonmail.com","yahoo.com","2024-09-30","2024-10-05",0,1,1,2,"MEDIUM — probable duplicate"
123,1036,"jade software","mist works","protonmail.com","protonmail.com","2024-09-30","2024-10-03",1,0,1,2,"MEDIUM — probable duplicate"
117,713,"onyx cloud","onyx solutions","yahoo.com","yahoo.com","2024-10-01","2025-05-31",1,1,0,2,"MEDIUM — probable duplicate"
117,474,"onyx cloud","onyx corp","yahoo.com","yahoo.com","2024-10-01","2024-06-23",1,1,0,2,"MEDIUM — probable duplicate"
117,866,"onyx cloud","jade solutions","yahoo.com","yahoo.com","2024-10-01","2024-10-05",1,0,1,2,"MEDIUM — probable duplicate"
618,815,"echo hub","echo ai","tech.dev","tech.dev","2024-10-04","2023-04-13",1,1,0,2,"MEDIUM — probable duplicate"
118,1014,"peak hub","peak studio","gmail.com","gmail.com","2024-10-04","2023-02-18",1,1,0,2,"MEDIUM — probable duplicate"
118,1010,"peak hub","flowanalytics","gmail.com","gmail.com","2024-10-04","2024-10-07",1,0,1,2,"MEDIUM — probable duplicate"
118,960,"peak hub","peak ai","gmail.com","gmail.com","2024-10-04","2025-04-21",1,1,0,2,"MEDIUM — probable duplicate"
401,1139,"core corp","hub works","corp.net","corp.net","2024-10-04","2024-10-10",1,0,1,2,"MEDIUM — probable duplicate"
118,1117,"peak hub","acme labs","gmail.com","gmail.com","2024-10-04","2024-10-08",1,0,1,2,"MEDIUM — probable duplicate"
428,618,"xenon corp","echo hub","tech.dev","tech.dev","2024-10-05","2024-10-04",1,0,1,2,"MEDIUM — probable duplicate"
1010,1117,"flowanalytics","acme labs","gmail.com","gmail.com","2024-10-07","2024-10-08",1,0,1,2,"MEDIUM — probable duplicate"
1117,1196,"acme labs","acme hub","gmail.com","gmail.com","2024-10-08","2023-11-05",1,1,0,2,"MEDIUM — probable duplicate"
134,1107,"vine cloud","vertexplatform","company.io","company.io","2024-10-18","2024-10-12",1,0,1,2,"MEDIUM — probable duplicate"
134,627,"vine cloud","luna io","company.io","company.io","2024-10-18","2024-10-22",1,0,1,2,"MEDIUM — probable duplicate"
134,638,"vine cloud","kite ventures","company.io","company.io","2024-10-18","2024-10-19",1,0,1,2,"MEDIUM — probable duplicate"
638,1107,"kite ventures","vertexplatform","company.io","company.io","2024-10-19","2024-10-12",1,0,1,2,"MEDIUM — probable duplicate"
890,1115,"flow software","flow pro","flowsoftware.com","hotmail.com","2024-10-20","2024-10-26",0,1,1,2,"MEDIUM — probable duplicate"
637,1002,"corestudio","rushworks","gmail.com","gmail.com","2024-10-21","2024-10-16",1,0,1,2,"MEDIUM — probable duplicate"
416,812,"novadev","boltlabs","startup.co","startup.co","2024-10-22","2024-10-29",1,0,1,2,"MEDIUM — probable duplicate"
416,767,"novadev","mist solutions","startup.co","startup.co","2024-10-22","2024-10-23",1,0,1,2,"MEDIUM — probable duplicate"
627,638,"luna io","kite ventures","company.io","company.io","2024-10-22","2024-10-19",1,0,1,2,"MEDIUM — probable duplicate"
767,812,"mist solutions","boltlabs","startup.co","startup.co","2024-10-23","2024-10-29",1,0,1,2,"MEDIUM — probable duplicate"
842,1115,"tidal studio","flow pro","hotmail.com","hotmail.com","2024-10-24","2024-10-26",1,0,1,2,"MEDIUM — probable duplicate"
52,661,"orbit analytics","mistsoftware","outlook.com","outlook.com","2024-10-25","2024-10-23",1,0,1,2,"MEDIUM — probable duplicate"
12,767,"quarkdev","mist solutions","startup.co","startup.co","2024-10-27","2024-10-23",1,0,1,2,"MEDIUM — probable duplicate"
12,416,"quarkdev","novadev","startup.co","startup.co","2024-10-27","2024-10-22",1,0,1,2,"MEDIUM — probable duplicate"
12,812,"quarkdev","boltlabs","startup.co","startup.co","2024-10-27","2024-10-29",1,0,1,2,"MEDIUM — probable duplicate"
893,1153,"rushdynamics","mistdigital","protonmail.com","protonmail.com","2024-10-28","2024-11-04",1,0,1,2,"MEDIUM — probable duplicate"
292,1065,"lunastudio","hubsystems","yahoo.com","yahoo.com","2024-11-06","2024-11-08",1,0,1,2,"MEDIUM — probable duplicate"
292,693,"lunastudio","ionnet","yahoo.com","yahoo.com","2024-11-06","2024-11-12",1,0,1,2,"MEDIUM — probable duplicate"
402,569,"metasystems","hive analytics","enterprise.com","enterprise.com","2024-11-06","2024-11-07",1,0,1,2,"MEDIUM — probable duplicate"
961,967,"unit hub","jadehub","corp.net","corp.net","2024-11-08","2024-11-11",1,0,1,2,"MEDIUM — probable duplicate"
242,967,"hubstudio","jadehub","corp.net","corp.net","2024-11-08","2024-11-11",1,0,1,2,"MEDIUM — probable duplicate"
242,961,"hubstudio","unit hub","corp.net","corp.net","2024-11-08","2024-11-08",1,0,1,2,"MEDIUM — probable duplicate"
242,689,"hubstudio","kitedev","corp.net","corp.net","2024-11-08","2024-11-14",1,0,1,2,"MEDIUM — probable duplicate"
128,1037,"glowhub","sagestack","tech.dev","tech.dev","2024-11-09","2024-11-03",1,0,1,2,"MEDIUM — probable duplicate"
967,1087,"jadehub","kite group","corp.net","corp.net","2024-11-11","2024-11-17",1,0,1,2,"MEDIUM — probable duplicate"
693,1065,"ionnet","hubsystems","yahoo.com","yahoo.com","2024-11-12","2024-11-08",1,0,1,2,"MEDIUM — probable duplicate"
689,1087,"kitedev","kite group","corp.net","corp.net","2024-11-14","2024-11-17",1,0,1,2,"MEDIUM — probable duplicate"
689,967,"kitedev","jadehub","corp.net","corp.net","2024-11-14","2024-11-11",1,0,1,2,"MEDIUM — probable duplicate"
689,961,"kitedev","unit hub","corp.net","corp.net","2024-11-14","2024-11-08",1,0,1,2,"MEDIUM — probable duplicate"
666,755,"ion ventures","vertexops","startup.co","startup.co","2024-11-15","2024-11-14",1,0,1,2,"MEDIUM — probable duplicate"
816,946,"mist stack","xenonio","company.io","company.io","2024-11-15","2024-11-14",1,0,1,2,"MEDIUM — probable duplicate"
95,946,"peaknet","xenonio","company.io","company.io","2024-11-17","2024-11-14",1,0,1,2,"MEDIUM — probable duplicate"
95,816,"peaknet","mist stack","company.io","company.io","2024-11-17","2024-11-15",1,0,1,2,"MEDIUM — probable duplicate"
234,596,"linknet","sagedynamics","enterprise.com","enterprise.com","2024-11-18","2024-11-21",1,0,1,2,"MEDIUM — probable duplicate"
404,895,"bolt io","bolt cloud","startup.co","startup.co","2024-11-24","2024-04-13",1,1,0,2,"MEDIUM — probable duplicate"
396,941,"data works","data studio","tech.dev","tech.dev","2024-11-25","2023-02-11",1,1,0,2,"MEDIUM — probable duplicate"
396,1076,"data works","zen solutions","tech.dev","tech.dev","2024-11-25","2024-11-23",1,0,1,2,"MEDIUM — probable duplicate"
396,1110,"data works","questcloud","tech.dev","tech.dev","2024-11-25","2024-12-02",1,0,1,2,"MEDIUM — probable duplicate"
782,931,"core solutions","ultra studio","enterprise.com","enterprise.com","2024-11-30","2024-12-03",1,0,1,2,"MEDIUM — probable duplicate"
456,992,"vineops","jet group","company.io","company.io","2024-12-02","2024-11-28",1,0,1,2,"MEDIUM — probable duplicate"
1110,1129,"questcloud","jadegroup","tech.dev","tech.dev","2024-12-02","2024-12-06",1,0,1,2,"MEDIUM — probable duplicate"
456,980,"vineops","zealplatform","company.io","company.io","2024-12-02","2024-12-07",1,0,1,2,"MEDIUM — probable duplicate"
286,954,"kiteplatform","data ventures","protonmail.com","protonmail.com","2024-12-03","2024-12-05",1,0,1,2,"MEDIUM — probable duplicate"
215,313,"arcsolutions","trekpro","corp.net","corp.net","2024-12-04","2024-12-02",1,0,1,2,"MEDIUM — probable duplicate"
215,584,"arcsolutions","flow systems","corp.net","corp.net","2024-12-04","2024-12-11",1,0,1,2,"MEDIUM — probable duplicate"
51,157,"warpsoftware","keensystems","gmail.com","gmail.com","2024-12-06","2024-12-01",1,0,1,2,"MEDIUM — probable duplicate"
51,514,"warpsoftware","edge digital","gmail.com","gmail.com","2024-12-06","2024-12-10",1,0,1,2,"MEDIUM — probable duplicate"
411,926,"zealdigital","xenonhub","outlook.com","outlook.com","2024-12-08","2024-12-04",1,0,1,2,"MEDIUM — probable duplicate"
537,642,"vinelabs","kitesoftware","startup.co","startup.co","2024-12-08","2024-12-10",1,0,1,2,"MEDIUM — probable duplicate"
62,590,"griddev","drifttech","protonmail.com","protonmail.com","2024-12-10","2024-12-14",1,0,1,2,"MEDIUM — probable duplicate"
514,1017,"edge digital","zeal platform","gmail.com","gmail.com","2024-12-10","2024-12-17",1,0,1,2,"MEDIUM — probable duplicate"
514,687,"edge digital","edge labs","gmail.com","gmail.com","2024-12-10","2024-03-30",1,1,0,2,"MEDIUM — probable duplicate"
62,286,"griddev","kiteplatform","protonmail.com","protonmail.com","2024-12-10","2024-12-03",1,0,1,2,"MEDIUM — probable duplicate"
62,954,"griddev","data ventures","protonmail.com","protonmail.com","2024-12-10","2024-12-05",1,0,1,2,"MEDIUM — probable duplicate"
149,182,"echosoftware","sagestudio","enterprise.com","enterprise.com","2024-12-13","2024-12-15",1,0,1,2,"MEDIUM — probable duplicate"
149,762,"echosoftware","wave cloud","enterprise.com","enterprise.com","2024-12-13","2024-12-12",1,0,1,2,"MEDIUM — probable duplicate"
182,762,"sagestudio","wave cloud","enterprise.com","enterprise.com","2024-12-15","2024-12-12",1,0,1,2,"MEDIUM — probable duplicate"
154,376,"iris dynamics","xenondynamics","gmail.com","gmail.com","2024-12-15","2024-12-20",1,0,1,2,"MEDIUM — probable duplicate"
154,1031,"iris dynamics","rift works","gmail.com","gmail.com","2024-12-15","2024-12-20",1,0,1,2,"MEDIUM — probable duplicate"
154,1017,"iris dynamics","zeal platform","gmail.com","gmail.com","2024-12-15","2024-12-17",1,0,1,2,"MEDIUM — probable duplicate"
154,514,"iris dynamics","edge digital","gmail.com","gmail.com","2024-12-15","2024-12-10",1,0,1,2,"MEDIUM — probable duplicate"
1017,1031,"zeal platform","rift works","gmail.com","gmail.com","2024-12-17","2024-12-20",1,0,1,2,"MEDIUM — probable duplicate"
376,1031,"xenondynamics","rift works","gmail.com","gmail.com","2024-12-20","2024-12-20",1,0,1,2,"MEDIUM — probable duplicate"
46,125,"sageplatform","ultragroup","tech.dev","tech.dev","2024-12-20","2024-12-26",1,0,1,2,"MEDIUM — probable duplicate"
376,1017,"xenondynamics","zeal platform","gmail.com","gmail.com","2024-12-20","2024-12-17",1,0,1,2,"MEDIUM — probable duplicate"
185,852,"xenonops","orbitstudio","startup.co","startup.co","2024-12-21","2024-12-28",1,0,1,2,"MEDIUM — probable duplicate"
956,1155,"yieldsolutions","unitdigital","company.io","company.io","2024-12-25","2024-12-28",1,0,1,2,"MEDIUM — probable duplicate"
